sentence,item_start,item_end,amount_start,amount_end
"Today, For horses, the price was 32979 INR.",11,17,33,38
"Earlier today, Advance of 32115 Rs. paid for Custard Apple.",45,58,26,31
"A week ago, Got 47048 rupees for Jackfruit this morning.",33,42,16,21
"On Monday, In the local market, grapes is priced at 19190 INR.",32,38,52,57
"Today, I spent 39772 rupees on Green Beans last month.",31,42,15,20
"A week ago, Bought ducks today and paid 22970 INR.",19,24,40,45
"In March, Farmer earned 20064 INR from papaya sales.",39,45,24,29
Amount due for Potato is 21983 Rs..,15,21,25,30
"A week ago, I spent 45615 ₹ on cheese last month.",31,37,20,25
"Recently, Apple is billed at 33180 Rs..",10,15,29,34
"Just now, tulip bulbs goes for 35493 INR these days.",10,21,31,36
"Yesterday, Purchased seedling trays at 28890 Rs..",21,35,39,44
"Early morning, almond trees was given for 16701 ₹ per kilo.",15,27,42,47
"Last month, I invested 8240 Rs. for buying beehives.",43,51,23,27
"Just now, Harvest of wheat seeds brought in 4670 INR.",21,32,44,48
"Around noon, I spent 45184 Rs. on bonsai trees.",34,46,21,26
"In the evening, This season, I paid 43377 rupees for almond trees.",53,65,36,41
"Earlier today, Bought butter today and paid 29378 rupees.",22,28,44,49
"Earlier today, Turnip is sold for 43198 rupees today.",15,21,34,39
"A week ago, I had to pay 32498 Rs. for mango saplings.",39,53,25,30
"Earlier today, Bought mango saplings today and paid 29763 ₹.",22,36,52,57
"A week ago, The market price of figs was 49524 ₹.",32,36,41,46
"Yesterday, This season, I paid 36790 rupees for Turnip.",48,54,31,36
"Early morning, Around noon, I spent 30295 Rs. on nursery plants.",49,63,36,41
"A week ago, Payment of 23488 ₹ was made for Strawberry.",44,54,23,28
"A week ago, Sold tea leaves in the market and earned 18937 rupees.",17,27,53,58
"Today, Spent 31030 Rs. on purchasing cocoa pods for my farm.",37,47,13,18
"Early morning, For sheep, the price was 44822 INR.",19,24,40,45
"Last month, chili plants purchase cost us 13442 ₹.",12,24,42,47
"Today, Today’s market rate for drip irrigation kit is 34236 Rs..",31,50,54,59
"During the season, I spent 5045 rupees on guava last month.",42,47,27,31
"Last month, Bought water trough today and paid 9085 Rs..",19,31,47,51
"Earlier today, Quoted price for Sweet Potato is 22731 ₹.",32,44,48,53
"In March, beehives was sold for 27333 INR yesterday.",10,18,32,37
"Last month, This season, I paid 39703 Rs. for solar panels.",46,58,32,37
"Last month, For Onion, the price was 32709 rupees.",16,21,37,42
"In the evening, We sold garlic bulbs for 44713 INR today.",24,36,41,46
"Today, In the local market, tulip bulbs is priced at 13540 INR.",28,39,53,58
"Last month, I had to pay 19153 INR for drip irrigation system.",39,61,25,30
"Recently, Advance of 230 Rs. paid for corn seeds.",38,48,21,24
"Early morning, I invested 869 Rs. for buying papaya.",45,51,26,29
"Early morning, Used 27333 INR to buy milking machine.",37,52,20,25
"In March, The invoice for tomato plants shows 15219 INR.",26,39,46,51
"In the evening, The market price of drip irrigation kit was 18666 Rs..",36,55,60,65
"Today, cheese is sold for 37242 rupees today.",7,13,26,31
"Yesterday, Paid full amount 36517 ₹ for goat pen delivery.",40,48,28,33
"Early morning, Cost of cattle shed amounted to 30538 Rs..",23,34,47,52
"Recently, Cauliflower was given for 46051 Rs. per kilo.",10,21,36,41
Amount due for Brinjal is 37013 Rs..,15,22,26,31
The market price of raspberry plants was 26459 Rs..,20,36,41,46
"In March, The invoice for irrigation pipe shows 17569 rupees.",26,41,48,53
"Last month, In the local market, fertilizer is priced at 30803 rupees.",33,43,57,62
"Recently, Farmer purchased avocados for 4294 ₹.",27,35,40,44
"Today, Payment of 27357 ₹ was made for fungicide.",39,48,18,23
"Yesterday, Current rate of plough repair is 11591 Rs..",27,40,44,49
"Yesterday, Today, Cabbage is sold for 27670 ₹.",18,25,38,43
"In March, Got 12568 Rs. for greenhouse setup this morning.",28,44,14,19
"Earlier today, In the local market, Cabbage is priced at 34135 Rs..",36,43,57,62
"Early morning, Spent 28439 Rs. on purchasing Fig for my farm.",45,48,21,26
"Just now, Purchased ginger at 12706 rupees.",20,26,30,35
"Early morning, Bottle Gourd is fetching 19334 Rs. this season.",15,27,40,45
We bought biogas plant for 17322 ₹ at the weekly market.,10,22,27,32
"Earlier today, Payment of 664 rupees was made for Pumpkin.",50,57,26,29
Advance of 25626 INR paid for water trough.,30,42,11,16
"Recently, Bought mango saplings today and paid 29167 ₹.",17,31,47,52
I gave 24581 rupees as investment for Date Palm.,38,47,7,12
"Today, ₹34755 was given to buy Papaya.",31,37,8,13
"Recently, goat goes for 25828 INR these days.",10,14,24,29
"Just now, Sold cow in the market and earned 38568 Rs..",15,18,44,49
Green Beans is worth 2074 Rs. now.,0,11,21,25
"Yesterday, Today’s market rate for Peach is 28290 Rs..",35,40,44,49
"Today, The bill for onion seeds came to 2025 rupees.",20,31,40,44
"Recently, They charged 4520 INR for Bitter Gourd.",36,48,23,27
"In March, ₹10060 was given to buy Plum.",34,38,11,16
"Yesterday, jackfruit tree was given for 11629 Rs. per kilo.",11,25,40,45
"Recently, tractor repair price today is 8266 ₹.",10,24,40,44
"Yesterday, This season, I paid 1109 rupees for bees.",47,51,31,35
"During the season, Banana was given for 27511 ₹ per kilo.",19,25,40,45
Market sale of fish feed gave 35879 INR.,15,24,30,35
"During the season, We sold Potato for 3832 ₹ today.",27,33,38,42
"Earlier today, ducks is billed at 43074 INR.",15,20,34,39
"Yesterday, Bought pepper today and paid 16483 INR.",18,24,40,45
"Earlier today, Harvested Jackfruit and sold for 33719 INR.",25,34,48,53
"Early morning, I had to pay 44075 Rs. for watermelon plants.",42,59,28,33
"Last month, Spent 22241 ₹ on purchasing jasmine plants for my farm.",40,54,18,23
"In March, Got 33896 INR for milk this morning.",28,32,14,19
Current rate of Date Palm is 36678 rupees.,16,25,29,34
"During the season, We sold Lady Finger for 24282 Rs. today.",27,38,43,48
"During the season, Market sale of tulip bulbs gave 47265 Rs..",34,45,51,56
"Early morning, I gave 44310 ₹ as investment for mango saplings.",48,62,22,27
"Today, Cauliflower goes for 39795 INR these days.",7,18,28,33
"Recently, We sold palm oil for 43074 ₹ today.",18,26,31,36
"Just now, Strawberry purchase cost us 9598 rupees.",10,20,38,42
"Early morning, Paid full amount 33242 Rs. for water trough delivery.",46,58,32,37
"On Monday, I spent 28343 INR on Papaya last month.",32,38,19,24
"Yesterday, tea leaves is fetching 34236 INR this season.",11,21,34,39
"Just now, We sold tractor repair for 9259 INR today.",18,32,37,41
"Earlier today, Total earnings from Snake Gourd were 39141 ₹.",35,46,52,57
"Recently, Farmer earned 28279 ₹ from dates sales.",37,42,24,29
"Recently, Received 12299 rupees from selling greenhouse setup.",45,61,19,24
"Early morning, Acquired solar by paying 29455 ₹.",24,29,40,45
Today’s market rate for herbicide is 43258 rupees.,24,33,37,42
"Yesterday, Spinach purchase cost us 41844 INR.",11,18,36,41
"Recently, Paid 4666 ₹ to buy dragon fruit.",29,41,15,19
"A week ago, Amount due for sprinkler system is 45012 INR.",27,43,47,52
"In the evening, We sold dates for 2250 rupees today.",24,29,34,38
"In the evening, Received 495 Rs. from selling soybean seeds.",46,59,25,28
"On Monday, water trough price today is 16112 rupees.",11,23,39,44
"On Monday, I invested 7976 ₹ for buying ducks.",40,45,22,26
"Today, Sold Peach in the market and earned 5222 ₹.",12,17,43,47
"Today, For irrigation pipe, the price was 14608 rupees.",11,26,42,47
"A week ago, ₹40648 was given to buy Jackfruit.",36,45,13,18
"In March, Harvest of donkeys brought in 24638 INR.",21,28,40,45
The expense for coconut tree was 6517 Rs..,16,28,33,37
The invoice for jamun saplings shows 7764 INR.,16,30,37,41
"During the season, I spent 33800 rupees on jamun saplings last month.",43,57,27,32
"On Monday, Farmer earned 34327 rupees from banana plants sales.",43,56,25,30
"On Monday, In the local market, Blueberry is priced at 47265 INR.",32,41,55,60
"During the season, I gave 40733 rupees as investment for cow.",57,60,26,31
"Earlier today, We spent 45450 ₹ on papaya tree repair.",35,46,24,29
"During the season, Cost of almond trees amounted to 1454 INR.",27,39,52,56
"Just now, The bill for Coconut came to 15377 Rs..",23,30,39,44
"Yesterday, Watermelon purchase cost us 34405 Rs..",11,21,39,44
"In the evening, Harvest of turkeys brought in 1750 ₹.",27,34,46,50
"Recently, Market sale of goats gave 27239 ₹.",25,30,36,41
"Early morning, We sold blueberry plants for 8543 INR today.",23,39,44,48
"Just now, horses was given for 31950 rupees per kilo.",10,16,31,36
"Yesterday, Around noon, I spent 29770 rupees on dates.",48,53,32,37
"Earlier today, We sold Lychee for 42629 rupees today.",23,29,34,39
"Just now, Cost of Brinjal amounted to 29167 rupees.",18,25,38,43
"Early morning, watermelon plants is fetching 22236 rupees this season.",15,32,45,50
"Recently, Today, Pear is sold for 3647 INR.",17,21,34,38
"Early morning, Total earnings from irrigation pipe were 38535 INR.",35,50,56,61
"Recently, Received 42842 ₹ from selling lavender plants.",40,55,19,24
"Just now, Today, rose plants is sold for 49141 INR.",17,28,41,46
"Just now, Amount due for Jackfruit is 9804 rupees.",25,34,38,42
"In the evening, Sale price of carrot seeds was 14340 Rs..",30,42,47,52
"Recently, Paid full amount 4780 rupees for goats delivery.",43,48,27,31
"Just now, Sapota (Chikoo) is worth 31537 ₹ now.",10,25,35,40
"In the evening, Paid full amount 17785 ₹ for coffee beans delivery.",45,57,33,38
"On Monday, Sale price of rose plants was 27399 rupees.",25,36,41,46
"On Monday, Beetroot is sold for 25114 ₹ today.",11,19,32,37
"Just now, Peach is worth 2098 ₹ now.",10,15,25,29
"A week ago, I had to pay 42275 Rs. for tractor repair.",39,53,25,30
"Today, Total earnings from coconut tree were 11634 Rs..",27,39,45,50
"In the evening, Cost of onion seeds amounted to 32995 Rs..",24,35,48,53
"Just now, Around noon, I spent 24922 ₹ on milk.",42,46,31,36
"Just now, We bought turmeric for 1874 INR at the weekly market.",20,28,33,37
"Last month, Purchased Blueberry at 16740 ₹.",22,31,35,40
"Recently, I gave 42337 rupees as investment for Peach.",48,53,17,22
"During the season, The invoice for jamun saplings shows 30233 rupees.",35,49,56,61
"Recently, Current rate of tulip bulbs is 3579 rupees.",26,37,41,45
"Yesterday, Current rate of solar water pump is 33044 rupees.",27,43,47,52
"Last month, Cost of irrigation pipe amounted to 34827 Rs..",20,35,48,53
"Recently, Sold Potato in the market and earned 21781 rupees.",15,21,47,52
Paid 4614 INR to buy organic compost.,21,36,5,9
"Earlier today, Today, lychee is sold for 44134 Rs..",22,28,41,46
"Today, Paid full amount 49635 Rs. for Apricot delivery.",38,45,24,29
"Yesterday, Got 24083 INR for fishing nets this morning.",29,41,15,20
I gave 17785 INR as investment for coconut tree.,35,47,7,12
"Last month, Amount paid for Cabbage was 4171 INR.",28,35,40,44
"On Monday, The cost of Pear is 15162 Rs..",23,27,31,36
"On Monday, Farmer purchased Ridge Gourd for 48819 ₹.",28,39,44,49
"Earlier today, Paid 10958 Rs. to buy pumpkin seeds.",37,50,20,25
"On Monday, Today, strawberry plants is sold for 14189 rupees.",18,35,48,53
"On Monday, Sold Strawberry in the market and earned 26787 ₹.",16,26,52,57
"In the evening, Quoted price for garlic bulbs is 33044 rupees.",33,45,49,54
"In the evening, Current rate of onion seeds is 44380 Rs..",32,43,47,52
"Recently, I had to pay 7969 INR for goats.",36,41,23,27
"Earlier today, Harvested Pumpkin and sold for 26365 INR.",25,32,46,51
"Just now, Acquired tractor repair by paying 7829 Rs..",19,33,44,48
"Earlier today, Used 10863 ₹ to buy goat pen.",35,43,20,25
"Earlier today, Bought donkeys today and paid 22056 rupees.",22,29,45,50
"Earlier today, Today’s market rate for Cucumber is 39141 ₹.",39,47,51,56
"Recently, I had to pay 43760 rupees for Banana.",40,46,23,28
"Earlier today, Payment of 46118 INR was made for jackfruit tree.",49,63,26,31
"Today, Settled 24581 rupees for donkeys purchase.",32,39,15,20
"Earlier today, I gave 28410 INR as investment for raspberry plants.",50,66,22,27
"On Monday, Harvested fertilizer and sold for 18466 ₹.",21,31,45,50
"In the evening, They charged 41300 INR for Grapes.",43,49,29,34
"On Monday, We spent 40010 INR on Peach repair.",33,38,20,25
"On Monday, The market price of tea leaves was 49466 INR.",31,41,46,51
"In the evening, Acquired solar panels by paying 33348 Rs..",25,37,48,53
"Early morning, Around noon, I spent 35980 rupees on honey extractor.",52,67,36,41
"Earlier today, I had to pay 49262 rupees for Pumpkin.",45,52,28,33
Farmer purchased avocados for 26347 rupees.,17,25,30,35
"Today, Purchased poultry feed at 3810 INR.",17,29,33,37
"Today, I invested 26632 rupees for buying raspberry plants.",42,58,18,23
"Earlier today, Sale price of carrot seeds was 22056 INR.",29,41,46,51
"Earlier today, maize was sold for 8735 ₹ yesterday.",15,20,34,38
"A week ago, Settled 9362 ₹ for Grapes purchase.",31,37,20,24
"Last month, I spent 4959 rupees on custard apple last month.",35,48,20,24
"A week ago, cocoa pods fetched 46446 INR at the auction.",12,22,31,36
"During the season, Purchased papaya tree at 43691 ₹.",29,40,44,49
"In March, I spent 3133 rupees on Snake Gourd last month.",33,44,18,22
"On Monday, Spent 30867 ₹ on purchasing organic compost for my farm.",39,54,17,22
"Early morning, I spent 48109 Rs. on fish feed last month.",36,45,23,28
"In March, Rs. 36517 was spent on cocoa pods.",33,43,14,19
"Last month, Today’s market rate for farm fencing is 44217 Rs..",36,48,52,57
They charged 19777 Rs. for banana tree.,27,38,13,18
"During the season, Used 41160 ₹ to buy guava tree.",39,49,24,29
"Early morning, Harvest of corn seeds brought in 43102 ₹.",26,36,48,53
"During the season, In the local market, bees is priced at 10366 INR.",40,44,58,63
"In the local market, grain storage bags is priced at 11592 rupees.",21,39,53,58
"Earlier today, donkeys was given for 23798 Rs. per kilo.",15,22,37,42
"During the season, We sold greenhouse setup for 2401 ₹ today.",27,43,48,52
Total earnings from Carrot were 39249 INR.,20,26,32,37
"During the season, We spent 10705 ₹ on Ridge Gourd repair.",39,50,28,33
"Early morning, Paid 27013 Rs. to buy Onion.",37,42,20,25
"Last month, Apple is sold for 15182 rupees today.",12,17,30,35
"Recently, Rs. 26898 was spent on buffalo.",33,40,14,19
"Just now, Paid 6674 Rs. to buy figs.",31,35,15,19
"A week ago, Used 6761 rupees to buy butter.",36,42,17,21
"In March, Harvested Lady Finger and sold for 17456 rupees.",20,31,45,50
"Earlier today, The invoice for ghee shows 1960 rupees.",31,35,42,46
"Today, Coconut purchase cost us 32877 Rs..",7,14,32,37
Farmer earned 49712 Rs. from Capsicum sales.,29,37,14,19
"Today, For Orange, the price was 28388 INR.",11,17,33,38
"In the evening, Used 48447 INR to buy blackberry plants.",38,55,21,26
"Early morning, Received 34369 Rs. from selling Green Beans.",47,58,24,29
"Early morning, Payment of 23616 Rs. was made for Capsicum.",49,57,26,31
"During the season, Payment of 36569 rupees was made for drip irrigation kit.",56,75,30,35
Quoted price for soybean seeds is 4817 Rs..,17,30,34,38
harrow was sold for 23336 Rs. yesterday.,0,6,20,25
"During the season, Today’s market rate for blueberry plants is 17784 INR.",43,59,63,68
"Yesterday, Farmer purchased pigs for 19324 ₹.",28,32,37,42
"Last month, We bought Lady Finger for 15401 INR at the weekly market.",22,33,38,43
